category,timestamp,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
InboundTrafficMetrics,30-05-2023 19:43:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,7384,5,7384,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,16808,6,16808,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,5112,6,5112,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,23856,8,23856,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:15,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,17920,4,17920,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,10016,3,10016,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,2928,2,2928,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,6864,2,6864,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,816,1,816,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,944,1,944,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:45,0,0,0,400,3,400,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,832,1,832,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,952,1,952,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:44:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,43592,13,43592,13,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,75080,16,75080,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,6912,7,6912,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,21856,8,21856,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,6024,4,6024,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,14408,5,14408,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,11816,7,11816,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,8928,5,8928,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,2056,1,2056,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,1712,2,1712,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:45,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,4520,3,4520,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,7568,3,7568,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:45:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,1928,1,1928,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,960,1,960,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,14896,7,14896,7,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,20832,6,20832,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:15,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,14224,10,14224,10,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,19184,15,19184,15,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,6152,5,6152,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,10408,6,10408,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,544,1,544,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,544,1,544,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,4184,2,4184,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,8304,3,8304,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:46:55,0,0,0,696,4,696,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,2456,1,2456,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,944,1,944,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,12952,6,12952,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,11408,6,11408,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,760,1,760,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,888,1,888,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,12712,4,12712,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,11016,3,11016,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,15400,6,15400,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,17136,6,17136,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,4144,4,4144,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,3600,4,3600,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:47:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,1496,1,1496,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,400,8,400,8,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:05,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,59976,14,59976,14,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,33712,11,33712,11,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,1904,1,1904,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,1264,1,1264,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,13080,9,13080,9,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,9400,5,9400,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,58280,12,58280,12,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,17096,16,17096,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:45,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,6520,3,6520,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,3544,3,3544,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:48:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,1448,1,1448,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,544,1,544,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:05,0,0,0,400,3,400,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,8032,6,8032,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,25528,6,25528,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:15,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,8456,3,8456,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,4504,2,4504,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,10448,5,10448,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,14352,5,14352,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,9104,5,9104,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,57896,9,57896,9,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,1984,2,1984,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,1632,2,1632,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:49:55,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,15280,6,15280,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,22656,7,22656,7,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:05,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,5920,6,5920,6,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,15240,6,15240,6,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,4736,2,4736,2,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,6000,2,6000,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:25,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,6792,3,6792,3,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,7152,3,7152,3,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:35,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,920,1,920,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,1176,1,1176,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:45,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,1640,1,1640,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,1320,1,1320,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:50:55,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,1592,1,1592,1,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,544,1,544,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:05,0,0,0,696,4,696,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,5840,5,5840,5,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,7728,5,7728,5,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:15,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,7256,4,7256,4,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,12128,4,12128,4,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:25,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,28640,16,28640,16,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,48744,16,48744,16,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:35,0,0,0,576,2,576,2,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,80544,28,80544,28,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,343552,54,343552,54,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:45,0,0,0,288,1,288,1,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:55,0,0,0,63880,53,63880,53,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:55,0,0,0,1002512,115,1002512,115,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:55,0,0,0,0,0,0,0,0,0,0,0
InboundTrafficMetrics,30-05-2023 19:51:55,0,0,0,0,0,0,0,0,0,0,0
OutboundTrafficMetrics,30-05-2023 19:51:55,0,0,0,0,0,0,0,0,0,0,0
