category,timestamp,n_pkts,n_bits,n_drops,n_syn_pkts,n_ack_pkts,n_psh_pkts,n_rst_pkts,n_fin_pkts,n_ece_pkts,n_urg_pkts,n_cwr_pkts,n_tcp_payload_misbehaviour_drops,n_tcp_payload_misbehaviour_timeouts,n_out_of_order_drops,n_ssl_renegotiation_requests
InboundTCPMetrics,1685475465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475475000,3,6120,0,2,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475485000,1,1800,0,1,1,8,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475495000,6,13800,0,7,5,2,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475505000,2,6000,0,1,2,7,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475515000,1,880,0,2,1,4,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475525000,1,2192,0,1,1,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475535000,3,7904,0,3,3,1,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475545000,6,25800,0,5,6,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475555000,2,5848,0,1,2,1,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475565000,3,4960,0,2,2,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475575000,9,944,0,1,7,4,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475585000,1,800,0,1,1,3,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475595000,3,6088,0,5,3,1,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475605000,2,2664,0,2,2,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475615000,6,16816,0,6,5,2,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685475615000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475615000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475625000,9,544,0,0,9,3,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475635000,2,1576,0,2,2,8,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475645000,15,16480,0,9,14,4,6,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475655000,4,6696,0,4,3,1,4,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475665000,1,1056,0,4,7,2,3,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475675000,4,7336,0,3,3,1,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475685000,14,53704,0,1,13,5,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685475685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475695000,3,8016,0,3,2,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475705000,9,504,0,1,7,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475715000,8,20712,0,6,7,3,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685475715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475725000,6,22976,0,5,6,2,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475735000,26,80960,0,1,25,12,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475745000,1,1544,0,0,1,8,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475745000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475745000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475755000,1,600,0,2,6,3,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475765000,1,1288,0,4,1,4,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475775000,22,56976,0,1,21,6,6,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475775000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475785000,5,18056,0,4,4,1,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475795000,10,34392,0,7,10,4,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475805000,2,2296,0,3,2,9,4,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475815000,4,8760,0,4,3,1,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475815000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475815000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475825000,17,40496,0,4,16,5,6,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475835000,8,10632,0,6,7,2,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685475835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475845000,5,10928,0,3,4,2,3,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475855000,5,9624,0,2,5,3,0,6,0,0,0,0,0,0,0
InboundTCPMetrics,1685475855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475865000,2,4200,0,1,1,5,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475875000,2,2976,0,3,2,9,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475885000,1,560,0,1,9,2,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475895000,3,5360,0,2,2,7,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475895000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475895000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475905000,190,2006392,0,4,190,27,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475915000,8,30976,0,6,8,3,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475915000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475925000,5,10744,0,4,5,2,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685475925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475935000,2,2112,0,4,2,1,3,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685475935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475935000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475945000,5,19752,0,6,4,1,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475955000,3,6056,0,5,3,1,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475965000,1,1400,0,1,1,7,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475975000,4,6608,0,6,3,1,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685475975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475985000,1,1568,0,1,1,7,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685475985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475995000,2,2456,0,1,2,1,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475995000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685475995000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476005000,1,816,0,2,1,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476015000,4,7672,0,3,4,1,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476015000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476025000,11,20920,0,7,10,3,5,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476035000,14,30504,0,5,13,4,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685476035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476045000,3,2240,0,1,2,8,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476055000,1,1400,0,3,9,4,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476065000,10,32792,0,9,9,3,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685476065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476075000,3,5888,0,4,2,1,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476075000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476075000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476085000,1,1200,0,3,1,2,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476095000,10,36488,0,8,10,4,1,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476105000,2,1640,0,4,1,4,2,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685476105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476115000,1,760,0,0,1,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476125000,1,2928,0,2,1,6,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476135000,7,21048,0,5,7,2,0,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476145000,1,1752,0,3,1,7,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476155000,3,12120,0,2,3,1,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476165000,8,62200,0,1,8,1,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476175000,1,1112,0,2,1,3,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476185000,1,896,0,1,1,3,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476195000,5,13008,0,6,5,2,3,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476205000,1,1448,0,2,1,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476215000,5,14680,0,3,5,2,1,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476225000,1,904,0,1,1,4,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476235000,1,752,0,2,9,3,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476245000,9,11136,0,3,9,2,0,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476255000,11,18248,0,3,10,3,9,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685476255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476265000,1,520,0,3,5,1,4,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476275000,4,9480,0,3,4,1,2,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476285000,1,1120,0,4,1,4,5,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476295000,18,64496,0,1,18,7,2,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685476295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476305000,8,456,0,1,7,2,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476305000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476315000,4,6584,0,2,3,1,1,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476325000,2,8552,0,4,2,9,2,1,0,0,0,0,0,0,0
InboundTCPMetrics,1685476325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476335000,5,10632,0,5,4,1,2,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476345000,1,880,0,5,9,3,2,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476355000,6,19232,0,4,6,3,1,5,0,0,0,0,0,0,0
InboundTCPMetrics,1685476355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476365000,2,2920,0,2,2,4,0,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476375000,17,21360,0,8,15,4,7,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476385000,3,3728,0,3,2,7,6,2,0,0,0,0,0,0,0
InboundTCPMetrics,1685476385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476395000,10,38200,0,9,10,4,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476405000,2,1824,0,2,2,8,1,4,0,0,0,0,0,0,0
InboundTCPMetrics,1685476405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476415000,3,8696,0,5,2,1,3,3,0,0,0,0,0,0,0
InboundTCPMetrics,1685476415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476425000,5,10272,0,5,5,2,1,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InboundTCPMetrics,1685476435000,14,15560,0,4,13,3,9,7,0,0,0,0,0,0,0
InboundTCPMetrics,1685476435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
